ID;NOM;PRENOM;AGE;
203;Maradul;Ahraillian;76
204;Zanes;Fissandeth;44
205;Mairailath;Gilmahlian;84
206;Garlas;Angellas;76
207;Evdarther;Firemarthus;71
208;Eirtenel;Nydreemardethael;7
209;Fisean;Ahduless;79
210;Aerhaltherevar;Angevar;65
211;Humahrailoth;Mairailnes;27
212;Lanes;Dhodulhal;21
213;Angaelhal;Garsanlian;8
214;Aheanath;Sylmahdre;1
215;Syleanevar;Daetensan;8
216;Hanes;Sehtherdulten;69
217;Maidreoth;Nyhalhalthi;64
218;Kanelran;Amthusdethevar;54
219;Caeltenean;Ameltenhal;67
220;Zatenath;Eirriathus;29
221;Seltheremar;Evdul;84
222;Angeanoth;Sumiatael;44
223;Caelmahhaltheremar;Amaquedardre;57
224;Luedar;Zatennes;61
225;Yadeth;Maidrimthus;11
226;Angaeliat;Daeriadrimath;16
227;Yahal;Nyhaldethess;71
228;Dhosanlas;Sehelthernes;26
229;Eirnin;Fideth;87
230;Evduldeth;Laquethus;11
231;Garhal;Ansrath;74
232;Gardardethaelel;Daemahess;82
233;Afmahtherduldrim;Lalas;46
234;Fistenthusevar;Garael;94
235;Aersanthi;Fisdar;11
236;Seldrim;Yariaemar;22
237;Selemarean;Ladethoth;40
238;Firemardeth;Ahsanath;64
239;Fislian;Ladulath;32
240;Maidethemar;Amthusdre;70
241;Yadar;Maitherel;71
242;Aerath;Lueriahaldeth;60
243;Luedethemarael;Firaemah;13
244;Garoth;Huriaiat;20
245;Nyten;Ahdulnes;73
246;Ahhalthusoth;Ansreanemarael;75
247;Maraath;Aeldeth;67
248;Anemardarath;Nyeldar;16
249;Sylaeldarthi;Zaevar;36
250;Syltherten;Hudetheanthus;40
251;Amariael;Daedrimean;4
252;Selran;Hurailmah;81
253;Maradrimten;Kanemarevar;98
254;Haemaress;Daethusdre;47
255;Sehhal;Sheriariasan;1
256;Latheremarevar;Amemardar;31
257;Firriariaevar;Sehtenduldul;58
258;Fihalhal;Shedrimeanhalther;3
259;Firlas;Zadulevar;81
260;Daerailael;Afdaroth;57
261;Anthi;Kaniatdrim;65
262;Caeleaneanmahean;Sylriaemarael;35
263;Shemahran;Daedethaelthi;79
264;Sehmah;Fisdethiat;6
265;Kaneanoth;Caelaeliatran;88
266;Firsan;Dhodul;54
267;Shetherdeth;Amateness;88
268;Laduldarthus;Ahel;33
269;Aelemar;Nyeloth;11
270;Amathi;Ahnin;21
271;Amriael;Amnin;77
272;Fisthusrailmahhal;Ansrelsan;77
273;Amahaleanoth;Zadrimlas;75
274;Angaedre;Nyrailemardarnes;2
275;Amarailean;Amatherriaemar;90
276;Angeanhal;Afel;99
277;Ahtherther;Gilhaldar;47
278;Eiriatdar;Ahteneanevar;5
279;Aeliatiat;Luemahhalhal;18
280;Andardul;Angiat;49
281;Selriasan;Ahthusemarhaldre;55
282;Fidrim;Yathussan;98
283;Sehiatdre;Ansreanean;15
284;Daedeth;Maraemarnin;34
285;Dhodrimel;Nyquedredeth;22
286;Ladaraelmahthi;Selaeriathersan;27
287;Gildardrim;Kannes;24
288;Luelas;Maihaltherthernin;75
289;Firthusten;Firelevar;55
290;Eirriaevar;Hurailiat;94
291;Amaess;Fisean;75
292;Fisaelnin;Hasanel;0
293;Sumduldeth;Selemaress;72
294;Lueran;Hurailemaroth;24
295;Evmahiat;Lariather;49
296;Sylthusmahemar;Zaath;31
297;Nyhaldre;Daeraildul;54
298;Firmahess;Angath;51
299;Sehmahhal;Aelsanhal;95
300;Ladrim;Anean;25
301;Anaelmahdeth;Ladethemarel;38
302;Anhalnes;Eirsaneaniatael;97
303;Katen;Selmah;62
304;Sylriamahran;Seheanmahlian;19
305;Amahalaedreoth;Sehdethess;0
306;Laemardarael;Maradulnes;16
307;Hueldrim;Kaniatlas;61
308;Sheten;Hadariat;11
309;Anemarlas;Hudethess;37
310;Dhohal;Yamahdar;63
311;Kaemarnes;Sumsanemariathal;82
312;Mairaildeth;Sumdarhalmah;89
313;Dhosandre;Zaeliattendul;61
314;Gardrim;Shesanemar;17
315;Kadethath;Luetendrim;47
316;Ansremar;Dhothusten;28
317;Kanaelsaniat;Caelthusten;42
318;Zadarmah;Fistenlian;72
319;Daeraillas;Ahdul;10
320;Kasanaeless;Sumiatdrim;68
321;Firtenthi;Aerrailevar;76
322;Eirtenemar;Yaemarsan;69
323;Gildullas;Firdarel;17
324;Hudrimdre;Maidethemar;62
325;Ahtensannin;Seliat;53
326;Huess;Firthusten;97
327;Sellas;Fisdarel;94
328;Afaelas;Giltenean;14
329;Dhohalael;Garriamah;72
330;Firaeriamah;Huduliat;55
331;Firhalevar;Kandulael;97
332;Kanelthus;Maimahnes;15
333;Firevar;Zamahael;19
334;Laeldrim;Nytherhalhal;26
335;Luemahsan;Hueldrim;35
336;Amatherdeth;Fiemardeth;91
337;Ahtherdul;Daequedeth;21
338;Amsanten;Kantenther;5
339;Huelsan;Hadrenes;81
340;Selemardeth;Amdulel;0
341;Aerthus;Ladethelther;21
342;Kadrether;Hueldrim;2
343;Anhalrailemar;Ahiatnes;6
344;Sehemardethaelas;Eirhaliat;70
345;Sehduldethemarlas;Aertenlian;54
346;Afaequemahthus;Anelaeldar;33
347;Yaemardre;Fimahdar;54
348;Eirtenran;Hatenhal;64
349;Caelmah;Ladreiat;32
350;Garaehal;Caeltherthi;98
351;Sehnin;Marahalthus;3
352;Selran;Huthusaedeth;65
353;Luemahevar;Maidethess;50
354;Evtenemardre;Amiatean;79
355;Gardarel;Hudethoth;50
356;Lueriaemar;Sehthus;72
357;Nydulel;Sumdarath;19
358;Daenes;Amaelath;61
359;Angeantherlian;Fisael;43
360;Evhalran;Fiess;97
361;Anmahdar;Fimahnin;65
362;Evhalrailhal;Maidre;21
363;Mailian;Seliatthus;86
364;Sehtheraellian;Andethean;46
365;Nydredrimdre;Zarailnes;2
366;Zadredrim;Maidre;96
367;Aelnes;Dhotheremar;18
368;Luemahiat;Firsanhal;52
369;Evlas;Fisten;52
370;Shethersan;Marasan;9
371;Dhodethemarean;Maiduldethiat;53
372;Sumevar;Afelthi;9
373;Yaemaremar;Haduldetheandul;92
374;Amsanelelther;Luedardrim;62
375;Dhother;Afdetheliat;88
376;Ansanthi;Amadreemardul;45
377;Amaemarriael;Sumthus;27
378;Kanten;Caelthustennin;34
379;Nyhal;Lasannin;30
380;Aerriadrim;Haeldardeth;29
381;Sumeliat;Maratenaeldre;42
382;Caellian;Ansremarriahal;55
383;Eirlas;Dhodulsan;17
384;Gardeth;Hadethaeltenlas;9
385;Caeldulsan;Daedullian;76
386;Amarianin;Ansrelthuslian;37
387;Latherel;Ansraelran;82
388;Amathertenel;Caelmahoth;90
389;Fiquedeth;Eiress;4
390;Sumaelthus;Maradrimdeth;16
391;Maraemarael;Huthusaelian;65
392;Yarailoth;Fidrimel;75
393;Sumiatevar;Anevar;57
394;Zasanemarevar;Nythus;70
395;Sehaethusdrim;Firthusnin;29
396;Zaraildar;Amahal;52
397;Maradeth;Hasan;7
398;Gartherlas;Sheelath;62
399;Sehdarriadeth;Aelmahdre;73
400;Eirnin;Evemarmahemar;86
401;Amaevar;Syltenoth;65
402;Fithusthi;Selsandre;83
403;Haelhalthus;Daeriaiat;40
404;Ansraethuselsan;Afdetheantherten;63
405;Ladulriadul;Husanaemah;7
406;Yathi;Caeldethael;49
407;Fidarthus;Gilaedul;77
408;Maradethath;Eirean;62
409;Zathi;Ahdarhal;91
410;Ansrevar;Kaemarran;74
411;Syliatoth;Gardar;91
412;Aermahoth;Summahoth;9
413;Kaess;Angelran;44
414;Yaqueran;Eirsaness;36
415;Gilsan;Sehemarran;70
416;Maradul;Daehal;87
417;Eirnin;Aelsanten;9
418;Dhomah;Eirdariatduless;14
419;Caeleanmah;Maidarsan;12
420;Dhoquequequesan;Nyquedul;1
421;Gillian;Kantheroth;65
422;Aereanaellas;Zahallian;81
423;Ahlas;Fistheress;2
424;Ansraeldar;Garrailael;79
425;Garhaldar;Eveliatemar;76
426;Fisevar;Sumthersanthi;78
427;Firiatess;Afemareanrailran;45
428;Caelaedre;Amdethean;61
429;Nyhal;Aerhal;87
430;Giliatthus;Aerdethaedre;33
431;Firtendethess;Ahriaath;45
432;Gildariat;Dhohaleanemar;16
433;Zanin;Ahemardethael;82
434;Ansrael;Aelmahthi;70
435;Aerran;Sumdarevar;46
436;Sumtenath;Amadreel;34
437;Amemar;Firel;64
438;Firsandar;Lueten;93
439;Selhaldul;Daedrim;78
440;Aelsanlian;Yalas;60
441;Fishalemar;Eirdulthus;19
442;Fiquetenmah;Firthi;65
443;Garduldulran;Aermahthi;34
444;Yaemarath;Firten;4
445;Aeleantenthi;Firailellian;47
446;Afaelrailhaliat;Shesanaeleanean;75
447;Amaath;Sehellian;33
448;Kahaldullas;Selmahael;55
449;Dhoemar;Marahal;67
450;Sylemarel;Eirhal;57
451;Amadarel;Hudreel;81
452;Selean;Latenthus;20
453;Daetenael;Garriariasaniat;58
454;Laten;Nydulellas;86
455;Sheelemarther;Aereanhalthus;10
456;Angel;Angaeless;59
457;Anthusdar;Zasandeth;15
458;Ahaelas;Ahdarmah;28
459;Amaethus;Selaeldethemar;83
460;Firiatnin;Fisdulthi;89
461;Selnin;Aeldetheandre;38
462;Nylas;Evraileltherthi;90
463;Hasandar;Dhotenemar;48
464;Zadethaelian;Amathus;60
465;Haiat;Fidar;39
466;Eirdar;Ahthusrailess;0
467;Maidethiat;Anran;33
468;Hadrimran;Laran;41
469;Fidulraillas;Kantenmah;79
470;Amamahduldeth;Shethusel;59
471;Fisaesanhalel;Huriarailrailath;77
472;Shedethath;Ahthustendre;93
473;Maithus;Angaeloth;59
474;Ansraelsan;Ladrimiatmah;74
475;Amasanten;Zaemarthus;20
476;Hudethelhalther;Firaeless;33
477;Mailas;Kantheriatess;51
478;Aelduliat;Anthusthi;48
479;Yahalael;Firthernin;50
480;Yaiat;Fisel;33
481;Aelsanther;Nythermah;53
482;Angaelmah;Dhodarmah;92
483;Hadredrim;Aniat;75
484;Sumdar;Firhalmah;69
485;Eirdeth;Gareleltheroth;29
486;Sehess;Zadrim;28
487;Angaesanthus;Lasan;17
488;Amadrimiat;Caelraileanevar;1
489;Fitenhalael;Ladredrimhaldar;34
490;Eiraedartherten;Evduless;83
491;Huelthus;Mararaildulean;15
492;Dhodrethus;Sumdeth;3
493;Fiiat;Sehdul;29
494;Gileliat;Sehthuslas;20
495;Kantenthus;Caeleandul;78
496;Fismah;Evdullas;41
497;Anmahthi;Sumtheroth;55
498;Anthus;Nysandeth;27
499;Firnin;Kaevar;82
500;Dhoiat;Firemariathal;42
501;Maramah;Angemardethemar;59
502;Amlian;Ahiatdulevar;3
503;Fisiatnin;Sehther;68
504;Shethusmah;Giliat;40
505;Selath;Fisaelas;17
506;Zaeltenran;Caeldardeth;18
507;Zadredrimiat;Syldarael;48
508;Sehduless;Luemahten;41
509;Syloth;Maraquemahean;78
510;Fiel;Luethusdul;60
511;Nyquehal;Seldar;38
512;Yadrimel;Luedulnin;54
513;Anraildre;Angemaremar;92
514;Anrailsanthusess;Anmah;68
515;Sumaenes;Syldethiat;32
516;Daeraildrim;Maithusdethael;94
517;Maimahmah;Syllas;51
518;Sumriahal;Fidrelian;64
519;Yadrenes;Evther;58
520;Zadrimaenes;Firdeth;81
521;Sumthi;Lasanath;83
522;Syltheremarmahnin;Evelriaemar;26
523;Syldethess;Zamahmah;27
524;Shequedul;Syleless;68
525;Daeran;Amadrerailmah;36
526;Ansremariatevar;Gilsansan;25
527;Dhohaltherthus;Daesaness;98
528;Andethoth;Hudrimel;2
529;Ahrailthus;Hudariat;85
530;Ammahiatnes;Aelean;57
531;Afdar;Dhoriadre;24
532;Katenmahemar;Kadretenath;12
533;Antherran;Firaether;83
534;Shenin;Ansreaniat;44
535;Gartheroth;Zael;32
536;Fisdeth;Gardarthi;78
537;Daesanduldrim;Fiemar;87
538;Maradethel;Sumaeliatther;31
539;Amahalthustherdul;Caelraildulnes;38
540;Hunin;Latherran;46
541;Sumsaniat;Firdethean;82
542;Ladrimaelsanmah;Andulemar;64
543;Hasanran;Shethi;33
544;Evhalthus;Syleanthus;24
545;Firdul;Ansress;24
546;Nytheroth;Sylrailath;93
547;Laess;Selemarath;54
548;Angiat;Evmahel;68
549;Fiiat;Firthusoth;73
550;Aeltherdrim;Shemahmahnin;60
551;Sumelael;Maidethevar;97
552;Firther;Aheanriatenther;9
553;Ladredarath;Daesan;5
554;Afemarthi;Firaethus;88
555;Caelaenin;Hadrim;21
556;Sylrialian;Ansriat;61
557;Angeldeth;Selel;58
558;Evthusdar;Firdethoth;34
559;Zael;Huriasan;96
560;Aelmah;Kathusdre;3
561;Lamahiat;Amael;19
562;Amrailthusemarten;Nyemareaneandul;54
563;Summahmah;Laquedeth;11
564;Daeran;Maidrimoth;57
565;Aelaelath;Sheriaess;43
566;Yasaness;Aerdarthusess;71
567;Ansreansan;Sheriaoth;32
568;Zariatendethoth;Ansreandulhal;94
569;Fisdarel;Aelaether;90
570;Afdulhal;Fisduldethath;12
571;Sehhaloth;Ansreaness;3
572;Caelelthus;Aelthusevar;82
573;Karailran;Mararailath;70
574;Sumdarmah;Sylriadarsan;77
575;Afmahriamah;Hudethelthi;26
576;Ahsannes;Gileanael;1
577;Ansrelnin;Firmahdethemardul;89
578;Angaeran;Garoth;79
579;Angeannes;Nythusemariat;75
580;Amarailaethusmah;Sehaemah;80
581;Lanes;Kanraildar;75
582;Eirten;Amamahdrim;27
583;Eirdrim;Amdulel;30
584;Amthereanel;Aertherthus;68
585;Angevar;Ansreandeth;40
586;Yadarthus;Yaraillian;21
587;Ansrael;Lahalten;74
588;Fielevar;Amrailemardrim;4
589;Syliatthustenael;Caelriadeth;8
590;Seheaneansan;Luetheriat;68
591;Luehalthi;Angaelhal;55
592;Sherailmah;Amsanel;71
593;Sheemardrim;Selaeldul;21
594;Amaraildulnin;Caelsan;94
595;Eirsanlas;Aelsanelael;90
596;Ahemardethoth;Zamahteneanemar;6
597;Sylhallian;Garthusdarran;52
598;Aelemariatean;Eiraesan;64
599;Afeandar;Giliatteniat;89
600;Yarailtherean;Zatherevar;89
601;Fislas;Haten;79
602;Amaemariat;Angelriadethel;3
603;Haquedar;Amael;67
604;Hudre;Dhomahraildul;21
605;Luemaheandarnes;Afdullas;65
606;Yaquemahean;Daethus;44
607;Sehdethemar;Maradrethi;3
608;Nyhalaeteness;Angael;37
609;Maradul;Caeldethevar;28
610;Ahthusdarnes;Aeldrim;45
611;Summahiataelas;Dhosansannes;33
612;Amariaten;Ansraedeth;83
613;Afaeless;Gildardarthus;31
614;Ammahther;Kanaeldre;17
615;Afdulean;Sheran;48
616;Syleanath;Harailthi;27
617;Anran;Eirmah;2
618;Fislian;Amamahlian;4
619;Gilteness;Aerlas;63
620;Aerthusran;Ansrelath;46
621;Evriadre;Garthusdethel;37
622;Syleandrim;Angevar;41
623;Amahalevar;Evdethoth;47
624;Gillian;Evdethess;56
625;Shemah;Seldethess;52
626;Luehal;Angeleanevar;12
627;Sylael;Angaelten;28
628;Hadethiat;Huriadar;20
629;Hurailaeten;Maidrehal;93
630;Haeliat;Kanemartendulhal;8
631;Firduldeth;Aelmahmahael;76
632;Luesan;Nyquemah;8
633;Yather;Afel;39
634;Huemarten;Luetherael;15
635;Afdulnin;Nyemarean;76
636;Nyduless;Sylaedrim;59
637;Fiduleltenevar;Eirdarthus;50
638;Amdethemartherdul;Maraquedar;85
639;Dhorailthusess;Angiat;48
640;Ansraelmahevar;Nydethath;32
641;Fisaeldulelel;Kanthusten;63
642;Sumthusthus;Aelemarriatherlas;59
643;Fisan;Fidar;56
644;Kahalthi;Garnin;73
645;Anael;Sehmahthus;29
646;Seldrim;Eirmahsan;6
647;Kadulsan;Amtheremar;85
648;Daerailther;Ansremarsan;36
649;Maidrimel;Aeldul;56
650;Ahevar;Anthi;77
651;Aerdul;Aelhalthi;25
652;Amiatdardre;Firiasan;49
653;Gildarellas;Dhooth;80
654;Luedrelian;Lathus;56
655;Ansremaraelran;Yariadrim;73
656;Gildethaeliat;Amtenther;17
657;Selmahlas;Maithusdar;98
658;Aersandeth;Aerdethemar;12
659;Angemarther;Aermah;62
660;Amemaroth;Aniatten;50
661;Fireanmah;Zaess;86
662;Luesandul;Eveaniat;85
663;Sumthuslian;Zarianes;24
664;Zaelevar;Gilmahrailnin;22
665;Huevar;Hasansaness;18
666;Fiseanthusean;Marariathusdeth;95
667;Hunin;Aneanther;15
668;Hahaldrim;Zatennin;69
669;Caelthusiat;Amarailevar;9
670;Zahalevar;Amadrelas;58
671;Ahthuslian;Aniatoth;22
672;Kaeldarevar;Nydeth;27
673;Sylaelevar;Garduldul;9
674;Caelthusiat;Selthusemar;85
675;Husanten;Ansraeldar;3
676;Kanhalemar;Hasandarsan;17
677;Zariaemarean;Sumaeless;73
678;Yathusmahemar;Yateneandrim;90
679;Ahlas;Daedarther;87
680;Amadulsanelel;Amnes;17
681;Fisemarlas;Caeleanel;82
682;Kanthusdrim;Angelath;49
683;Hasandeth;Marasan;72
684;Seldethoth;Sehthusath;24
685;Fisdetheanten;Gareandethel;79
686;Zadulemar;Gilsanath;86
687;Kariadar;Huemarnes;14
688;Maidreiat;Dhothi;27
689;Ansrelrailael;Gilsanlian;93
690;Angemarmahoth;Maiduliat;63
691;Eveldeth;Luelas;4
692;Aflas;Andardeth;18
693;Maradethiat;Daehalelevar;13
694;Yadaroth;Zaoth;53
695;Sheraillas;Eirsandethath;82
696;Angaehal;Sehemarhalel;3
697;Caelelran;Huquenes;20
698;Afaellian;Selraileaniat;4
699;Dhoemardul;Amahalnin;24
700;Luehalrailiat;Lamahdar;31
701;Nydrimmah;Aernin;59
702;Sylaelmah;Amasandre;55
703;Amatenmah;Eirael;22
704;Amrailaelther;Eirran;10
705;Eirnes;Kanthusevar;36
706;Sylhalran;Gildul;27
707;Maranin;Sumtherlas;5
708;Angemariat;Aftendrim;53
709;Fisrailoth;Angeansan;95
710;Kaelthusel;Firraildrim;77
711;Zahalnes;Harailriaess;69
712;Zasanevar;Ahdethaellian;20
713;Hadarthus;Amadredar;24
714;Gilaedeth;Angemar;79
715;Nythermah;Ansreanmahtenhal;24
716;Marariaquesan;Eirel;24
717;Garthusess;Maidrimtherdulther;2
718;Hadar;Amriael;24
719;Maidethess;Selsantherath;41
720;Aellian;Laiat;61
721;Sylhalthi;Amadredeth;97
722;Selellas;Hahalemar;88
723;Syllian;Ahaeloth;94
724;Selthusdul;Dhodulevar;29
725;Amdarhal;Amathustenran;17
726;Syleldeth;Sehiat;88
727;Eiriatdar;Marasaneldethoth;67
728;Caeldardarhaloth;Nyevar;66
729;Firhalthi;Kannin;12
730;Fisaeldar;Afthusemaress;73
731;Fimahmahdulnin;Nyther;25
732;Sylrialas;Sumemarran;54
733;Amaemarhalean;Evaehal;28
734;Amatenthus;Evaeldrim;79
735;Aeremarlas;Luemahtenlas;63
736;Ansraesanaelean;Fisanemarthus;6
737;Ansremartherdrim;Ahdre;8
738;Ahtherthus;Eirriathi;43
739;Kanriadre;Huther;10
740;Fidethoth;Fisrailean;7
741;Dhomah;Zadarmah;6
742;Laemarten;Daedrimsanoth;67
743;Kandardrim;Firtherdeth;45
744;Daequeten;Ansrel;91
745;Garsanlian;Daequedartherdul;92
746;Aelthusthi;Sylten;19
747;Firemarevar;Sumtherdeth;53
748;Laquedre;Anaehal;57
749;Nytenean;Dhoquemah;26
750;Aeldeth;Aftherean;61
751;Angoth;Amarailhal;74
752;Eviatemar;Ansrean;5
753;Daerailath;Afaedeth;97
754;Shequenes;Fidrimnes;68
755;Garraileanmah;Syldeth;78
756;Ahtendeth;Sylteness;63
757;Lathi;Shedarmahsan;41
758;Eirmahhal;Zamahemar;61
759;Sumlian;Firellian;2
760;Aneandar;Kanaeloth;12
761;Sylean;Lather;86
762;Anhaleantenemar;Afhalemarnes;72
763;Eirthi;Fidarhal;4
764;Evaeliat;Sehdarel;55
765;Laran;Lateniatdarean;96
766;Hudrimten;Amasanaelevar;73
767;Shelian;Selnes;3
768;Zathusiatevar;Garriadredar;91
769;Sehriathermahdar;Anthusael;25
770;Gilaelath;Afmah;35
771;Ansremardul;Nythusel;66
772;Ansremarthus;Afrailevar;4
773;Latenmah;Kaess;31
774;Lueduliatellas;Garelnin;81
775;Ahiatten;Caeltenel;53
776;Firsandar;Daequelas;56
777;Maidreess;Shedulriathusess;87
778;Sehemardar;Gilnin;5
779;Ameless;Zaelrailiatel;32
